,No.,社名,担当者名,メール,事業内容,FactLinkウェブサイト,住所
j,960,ベトナム グリーン パックス 有限会社,,info@greenpacks-vn.com,空調設備部材販売、プラスチック商品の開発及び販売、健康食品の輸出入及び販売,https://www.fact-link.com.vn/mem_profile.php?id=00045796&page=00004556&lang=jp,会社名
j,961,宇野プレシジョン マシーナリー ベトナム,,sugita@upmv.com.vn,精密測定機器・光学測定・電気測定機器販売,https://www.fact-link.com.vn/mem_profile.php?id=00045807&page=00004560&lang=jp,会社名
j,967,"Dien Viet Nhat Co.,Ltd. (DIVINHCOM)",,customer@divinhcom.com,ベトナム全エリアのオフィス・工場の設計から内装まで、トータルでお任せください。 日本の品質をローカルプライスで！,https://www.fact-link.com.vn/mem_profile.php?id=00046092&page=00004620&lang=jp,会社名
j,968,香港新道有限公司　ベトナムオフィス,,yamautir@shindo.com,ベトナムで細幅関係の服飾副資材の企画・製造・販売を行っています。,https://www.fact-link.com.vn/mem_profile.php?id=00046098&page=00004622&lang=jp,会社名
j,969,アイデア機械製作株式会社 (Subsidiaries ),,tri@itdctech-vn.com,トレース、3次元モデリング、現物から図面化受託,https://www.fact-link.com.vn/mem_profile.php?id=00046133&page=00004624&lang=jp,会社名
j,970,マコトトレーディング,,toan@makototrading.com,塗料・塗装設備なら是非MAKOTOに,https://www.fact-link.com.vn/mem_profile.php?id=00046179&page=00004635&lang=jp,会社名
j,973,兼松KGK ベトナム,,kishi@kgk.com.vn,機械の総合機能商社（ 工作機械・産業機械・エネルギー関連及び周辺機器）,https://www.fact-link.com.vn/mem_profile.php?id=00046331&page=00004655&lang=jp,会社名
j,976,アライブ ベトナム,,info@alive-web.co.jp,WEB制作からブランディングまで、デザインを通してビジネスの「成功」のお手伝いするンサルティング＆デザイン会社です。,https://www.fact-link.com.vn/mem_profile.php?id=00046429&page=00004673&lang=jp,会社名
j,980,古河産業ベトナム社,,kohei.yamaguchi@furukawaelectric.com,電力・通信ケーブル、非鉄金属原料・素材・加工品、化学品、樹脂原料・成型品、設備・機械等の販売および輸出入、建設業,https://www.fact-link.com.vn/mem_profile.php?id=00046750&page=00004746&lang=jp,会社名
j,981,有限会社 J-SPIRIT,,tranminhtamvnjp@gmail.com,日越・英越の翻訳・通訳、企業視察サポート、市場調査など。優秀な翻訳者・通訳者を確保し、あらゆる分野に対応。,https://www.fact-link.com.vn/mem_profile.php?id=00046758&page=00004749&lang=jp,会社名
j,983,KIV グループKIV,,sales2@kiv-vn.com,Together we can do more!,https://www.fact-link.com.vn/mem_profile.php?id=00046847&page=00004764&lang=jp,会社名
j,993,プロニクス株式会社,,inoue@pronics.net,試作金型、量産金型の設計・製造 & 精密プラスチック成形品の量産,https://www.fact-link.com.vn/mem_profile.php?id=00050383&page=00004810&lang=jp,会社名
j,997,TAN PHUONG PHAT PRODUCING AND TRADING COMPANY LIMITED,,info@tanphuongphat.com,The leading manufacturer of warehouse industrial racking systems in Vietnam,https://www.fact-link.com.vn/mem_profile.php?id=00050469&page=00004827&lang=jp,会社名
j,1001,ベトナムハウス,,hello@vietnamhouse.jp,ココロ躍る お部屋さがしを,https://www.fact-link.com.vn/mem_profile.php?id=00050533&page=00004864&lang=jp,会社名
j,1003,日本シームベトナム有限会社,,sales-vn@nippon-seam.co.jp,,https://www.fact-link.com.vn/mem_profile.php?id=00050596&page=00004899&lang=jp,会社名
j,1004,SVJ油圧グローバル有限会社,,nam@svj-hg.com,油圧機器・アクセサリーのご購入ならSVJにお任せください。,https://www.fact-link.com.vn/mem_profile.php?id=00050632&page=00004908&lang=jp,会社名
j,1010,"TIEN PHONG ELECTROMECHANICS SERVICE TRADING CO.,LTD",,codientienphong@gmail.com,,https://www.fact-link.com.vn/mem_profile.php?id=00050931&page=00004948&lang=jp,会社名
j,1011,有限会社　BHエンジニアリング,,info@bh-engineer.com,3次元CADソフトによる設計やモデリングなどの業務の委託する海外BPO会社であり,https://www.fact-link.com.vn/mem_profile.php?id=00050934&page=00004950&lang=jp,会社名
j,1013,サイゴン屏栄食品有限会社,,benson@pingroun.com.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00051019&page=00004965&lang=jp,会社名
j,1014,キャリアリンクベトナム,,Contact@CareerLink.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00051036&page=00004967&lang=jp,会社名
j,1015,"MARUKA VIETNAM CO.,LTD",,khori@unisol-gr.com,,https://www.fact-link.com.vn/mem_profile.php?id=00051068&page=00004968&lang=jp,会社名
j,1029,LONG THANH PHATテクノロジーカンパニーリミテッド,,infolotaphatech@gmail.com,,https://www.fact-link.com.vn/mem_profile.php?id=00051325&page=00005032&lang=jp,会社名
j,1030,GLEATT COMPANY LIMITED,,aoshima@gf-jiv.com,土木工事、建築工事、基礎（杭・地盤改良）工事、土留工事・重仮設工事、プラント設置工事、中古建設機械販売、建設機械修理,https://www.fact-link.com.vn/mem_profile.php?id=00051326&page=00005036&lang=jp,会社名
j,1032,板通ベトナム / ITATSU,,kiyoshi_watanabe@itatsu.co.jp,塗装、めっき、接着、洗浄剤、化学品など各種表面処理の専門商社,https://www.fact-link.com.vn/mem_profile.php?id=00051346&page=00005045&lang=jp,会社名
j,1035,三菱電機ベトナム,,ken.takahara@mevn.com.vn,空調、低圧遮断器、インバーター、UPS、放電加工機、レーザー加工機の販売・サービス,https://www.fact-link.com.vn/mem_profile.php?id=00051357&page=00005054&lang=jp,会社名
j,1040,Letou Research Company Limited,,ken.chan@letouresearch.com,,https://www.fact-link.com.vn/mem_profile.php?id=00051372&page=00005061&lang=jp,会社名
j,1041,ジー　リンク　ロジスティクス　サービス,,maiko@glevietnam.com.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00051379&page=00005063&lang=jp,会社名
j,1042,アマノ タイ インターナショナル ホーチミン駐在事務所,,t.saito@amanovietnam.com.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00051420&page=00005093&lang=jp,会社名
j,1049,VNTECH SERVICES,,info@vntechserv.com,3D配管設計サービスを提供する,https://www.fact-link.com.vn/mem_profile.php?id=00051493&page=00005122&lang=jp,会社名
j,1051,THIEN PHU SI 株式会社,,xuandong@thienphusico.com,業務用包装材の生産と流通（PE、PP、OPP、HDPE）,https://www.fact-link.com.vn/mem_profile.php?id=00051497&page=00005124&lang=jp,会社名
j,1055,"ブリッジ システム (Bridge System Co.,Ltd.)",,kuma@bridgesystem.me,WEB開発のスペシャリストとしてお客様のブランド力を高めます,https://www.fact-link.com.vn/mem_profile.php?id=00051551&page=00005150&lang=jp,会社名
j,1057,アネスト岩田　ベトナム,,kotaro.oda@anest-iwata.vn,コンプレッサと塗装機器・塗装設備の省エネは任せてください,https://www.fact-link.com.vn/mem_profile.php?id=00051588&page=00005235&lang=jp,会社名
j,1058,ミツトヨ ベトナム,,tran-trungdung@mitutoyo.com.vn,精密測定機器の総合メーカー。精密測定機器の販売ならびにサービスおよび校正業務。,https://www.fact-link.com.vn/mem_profile.php?id=00051591&page=00005167&lang=jp,会社名
j,1062,"FREECEED VIETNAM CO., LTD.",,freeceedvietnam@gmail.com,,https://www.fact-link.com.vn/mem_profile.php?id=00051614&page=00005177&lang=jp,会社名
j,1066,MATETECH JSC,,hohoang@metatech.vn,品質が信頼を生み出す,https://www.fact-link.com.vn/mem_profile.php?id=00051633&page=00005198&lang=en,Company Name
j,1068,ケイヒン マルチトランス（ベトナム）,,pnvkhoi_vn@eg.keihin.co.jp,お客様の物流ニーズに合わせたご提案＆きめ細やかなサービスをご提供する総合物流会社です,https://www.fact-link.com.vn/mem_profile.php?id=00051655&page=00005212&lang=jp,会社名
j,1071,システムギアベトナム,,suzuki@systemgear-vietnam.com,＊ベトナムで10年の実績。業務支援システムの開発なら,https://www.fact-link.com.vn/mem_profile.php?id=00051689&page=00005226&lang=jp,会社名
j,1073,株式会社ベトナムKLEC,,sales@vnklec.com,自動化・電気計装システム、空調設備や給排水の設計と施工をソフトからハードまでトータルにサポート,https://www.fact-link.com.vn/mem_profile.php?id=00051694&page=00005237&lang=jp,会社名
j,1074,OENIX - DESIGN & PRINTING,,info@oenix.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00051705&page=00005242&lang=jp,会社名
j,1076,VINH THANH プラスチック 有限会社,,info@vinhthanhplastic.com,家庭用・工業用プラスチック製品・容器の製造（材料：PP、HDPE、LDPE、LLDPE、ABS、PVC、PTU、PS）,https://www.fact-link.com.vn/mem_profile.php?id=00051710&page=00005244&lang=jp,会社名
j,1080,アサヒテックベトナム有限会社,,info@asahitecvn.com,グローバル人材パートナー,https://www.fact-link.com.vn/mem_profile.php?id=00051793&page=00005277&lang=jp,会社名
j,1081,三共ベトナム,,tanaka@sankyo.vn,塗料及び塗装関連資材の専門商社,https://www.fact-link.com.vn/mem_profile.php?id=00051797&page=00005798&lang=jp,会社名
j,1082,Navigos Group Vietnam JSC,,ken@navigossearch.com,,https://www.fact-link.com.vn/mem_profile.php?id=00051800&page=00006121&lang=jp,会社名
j,1083,IDEA MACHINERY MANUFACTURING JSC (ITMC),,info@itmctech-vn.com,機械加工、設備製作、組立配線、CAD/CAMプログラム作成,https://www.fact-link.com.vn/mem_profile.php?id=00051807&page=00005279&lang=jp,会社名
j,1086,"ABC Vietnam Manufacturing & Sourcing Co., Ltd",,sales@abc-vietnam.com,"エンクロージャー、キャビネット、板金加工および製造、スタンピングおよびダイカスト Enkur?j?, kyabinetto, bankin kak? oyobi sei",https://www.fact-link.com.vn/mem_profile.php?id=00051831&page=00005338&lang=en,Company Name
j,1096,I.T.O ベトナム有限会社（ITOベトナム）,,ikeda@itokoki.com.vn,LPガス、天然ガス・CNG用機器の設置・販売(減圧弁、タンク、バルク等)  供給システム設計・工事,https://www.fact-link.com.vn/mem_profile.php?id=00051919&page=00005311&lang=jp,会社名
j,1097,HIRAIWAベトナム,,yoshifumi-nishimura@hiraiwa-vn.com,工場建設・改修工事は日本クオリティを安価にご提供するHIRAIWAベトナムにお任せください,https://www.fact-link.com.vn/mem_profile.php?id=00051923&page=00005310&lang=jp,会社名
j,1099,協和機電ベトナム,,miura@kyowa-kk.co.jp,各種水処理、ろ過器(繊維ろ過、膜処理)、廃液減容システム,https://www.fact-link.com.vn/mem_profile.php?id=00051944&page=00005314&lang=jp,会社名
j,1116,新開トランスポート（ベトナム）,,kanno-hitoshi@stsnet.jp,日本品質の「輸出梱包」と「搬出入荷役」で、高品位サービスを提供します,https://www.fact-link.com.vn/mem_profile.php?id=00054734&page=00005381&lang=jp,会社名
j,1117,安川電機ベトナム,,info@yaskawavn.com,,https://www.fact-link.com.vn/mem_profile.php?id=00054736&page=00005382&lang=jp,会社名
j,1120,オカヤ ベトナム,,takashi.kato@okaya-seiken.co.jp,自動車部品製造・販売・輸出　-　金属精密切削加工,https://www.fact-link.com.vn/mem_profile.php?id=00054755&page=00005413&lang=jp,会社名
j,1129,EURORACKメカニカル合資会社,,info@eurorack.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00054827&page=00005436&lang=jp,会社名
j,1130,エア・ウォーターベトナム,,support@airwatervietnam.com,産業・医療用ガスの製造販売。各種ガス設備・配管工事。 製造工場は、ISO9001及び、ISO13485認証取得済み！,https://www.fact-link.com.vn/mem_profile.php?id=00054830&page=00005438&lang=jp,会社名
j,1138,Intech Vietnam Mechanical 株式会社  －  Intech Mechanical,,sales@intech-group.vn,"CNC精密機械加工、CNC板金加工、コンベヤーおよびローラーの製造 ,自動化ソリューション",https://www.fact-link.com.vn/mem_profile.php?id=00054905&page=00005481&lang=jp,会社名
j,1146,"JUKI SMT ASIA CO.,LTD.  VIETNAM OFFICE",,vf.jsa-vietnam@ml.juki.com,SMT&製造工場のスマート化：基板生産装置の販売 、工場自動化ソリューションの提供,https://www.fact-link.com.vn/mem_profile.php?id=00054935&page=00005507&lang=jp,会社名
j,1151,オザックスベトナム,,hidetoshi-yamamoto@ozax.co.jp,,https://www.fact-link.com.vn/mem_profile.php?id=00054947&page=00005515&lang=jp,会社名
j,1152,芝浦機械ベトナム,,yamano.hironori@shibaura-m.com,射出成形機及びダイカストマシン、産業用ロボットなどの芝浦機械グループ製品の輸入販売及びテクニカルコンサルティングサービス,https://www.fact-link.com.vn/mem_profile.php?id=00054950&page=00005516&lang=jp,会社名
j,1156,NDベトナム産業株式会社,,Sales@ndvietnam.com.vn,産業資材（ボルト・ネジ・ワッシャー・ナット、コンポーネント）精密機械加工、環境ソリューション（廃水・排気処理）,https://www.fact-link.com.vn/mem_profile.php?id=00054979&page=00005527&lang=jp,会社名
j,1166,ネオシスベトロイ株式会社,,toshimasa.endo@neosys-vietloi.com.vn,オフィス・作業エリアの総合ソリューション（オフィス家具・事務機等）、印刷後処理機器、梱包関連機器,https://www.fact-link.com.vn/mem_profile.php?id=00055015&page=00005552&lang=jp,会社名
j,1168,アモイディーン・テクノロジー株式会社、,,Sales@bondller.com,極薄片面テープ、高温用テープ、リチウム電池用テープの専門メーカーです。,https://www.fact-link.com.vn/mem_profile.php?id=00055017&page=00005559&lang=jp,会社名
j,1172,ベトナムスペシャリティガス有限責任会社,,satomura-t@koatsugas.co.jp,"We supply Special Gas, Industrial Gas, Medical Gas and more",https://www.fact-link.com.vn/mem_profile.php?id=00055069&page=00005583&lang=jp,会社名
j,1173,"TOWA PLASTICS VN CO.,LTD.",,i.terashima@towa-plastic.com,プラスチック射出成型の事なら、半世紀以上の経験と実績がある当社に全てお任せ下さい！金型製作から射出成型までワンストップ対応！一貫した製作が可能です！,https://www.fact-link.com.vn/mem_profile.php?id=00055077&page=00005588&lang=jp,会社名
j,1174,"Hammer Technology CO.,LTD",,Kimtri@hammertechnology.com.vn,鋳造およびカイ加工銅合金,https://www.fact-link.com.vn/mem_profile.php?id=00055081&page=00005592&lang=jp,会社名
j,1175,NACHI VIETNAM (不二越の販売拠点）,,thanh.dao.rv@nachi.com,マシニング、ロボット、機能部品、材料の輸入販売,https://www.fact-link.com.vn/mem_profile.php?id=00055086&page=00005756&lang=jp,会社名
j,1177,サンホ特殊製鉄株式会社,,info.sanhospecialsteel@gmail.com,信頼を築く会社,https://www.fact-link.com.vn/mem_profile.php?id=00055089&page=00005599&lang=jp,会社名
j,1180,PHUONG NAM FOOD JOINT STOCK COMPANY,,nongsansachphuongnam@gmail.com,100％きれいな米を保証-品質-適正価格,https://www.fact-link.com.vn/mem_profile.php?id=00055102&page=00005601&lang=en,Company Name
j,1184,キヤノンマーケティングベトナム,,anh_tran@canon.com.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00055127&page=00005619&lang=jp,会社名
j,1186,NECベトナム,,soga@nec.vn,20年以上にわたりベトナム国内日系企業様をサポートしてきた豊富な経験で、システム導入やITインフラ改善等トータルITソリューションをご支援します。,https://www.fact-link.com.vn/mem_profile.php?id=00055142&page=00005643&lang=jp,会社名
j,1191,Viego Global,,hello@viegoglobal.com,We make cross-border trade easy,https://www.fact-link.com.vn/mem_profile.php?id=00055178&page=00005668&lang=jp,会社名
j,1195,NIC グローバル ソーシング,,h.shiomi@nikken-ts.jp,,https://www.fact-link.com.vn/mem_profile.php?id=00055192&page=00005677&lang=jp,会社名
j,1197,ブレンデッドアジア,,t.tatsumi@blended-asia.com,Blended Asiaはお客様のDXを推進し、 ビジネスに最高のエクスペリエンスを生み出します,https://www.fact-link.com.vn/mem_profile.php?id=00055214&page=00005688&lang=jp,会社名
j,1202,ディーンテープ 株式會社,,fuller@deantape.com,感圧テープおよび特殊製品の大手メーカー,https://www.fact-link.com.vn/mem_profile.php?id=00055234&page=00005706&lang=jp,会社名
j,1203,QTECH TECHNOLOGY AND COMMERCIAL COMPANY LIMITED,,sales.qtechcompany@gmail.com,,https://www.fact-link.com.vn/mem_profile.php?id=00055242&page=00005709&lang=jp,会社名
j,1207,DDS VIETNAM(ディディエス ベトナム),,yusuke.morioka@ddsvn.com,,https://www.fact-link.com.vn/mem_profile.php?id=00055271&page=00005732&lang=jp,会社名
j,1215,AKANE人材派遣有限会社,,aujobs@akane.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00055319&page=00005758&lang=vn,"C?NG TY TNHH FACT-LINK MARKETPLACE??a ch?: 602/43 ?i?n Bi?n Ph?, Ph??ng 22, Qu?n B?nh Th?nh, Th?nh ph? H? Ch? MinhS?T: 0888 767 138 - Email: info@fact-link.com.vnS? GCN?KDN (MST): 0313 560 828C?p ng?y:  03/12/2015 b?i S? K? Ho?ch v? ??u T? TP. HCM"
j,1217,TOMODA 有限会社,,tomodaindustry@gmail.com,金属プレス板金加工品を一貫生産／溶融亜鉛メッキ金物／土木建築部材／架線金物／各種板金,https://www.fact-link.com.vn/mem_profile.php?id=00055325&page=00005763&lang=jp,会社名
j,1219,TLKホールディングス,,akiyo@tlkjp.com,日本品質の自社設計、自社施工による総合建設会社,https://www.fact-link.com.vn/mem_profile.php?id=00055333&page=00005767&lang=jp,会社名
j,1222,DUO テクノロジー株式会社,,info@duotech.vn,Your trust builds our value,https://www.fact-link.com.vn/mem_profile.php?id=00055350&page=00005775&lang=jp,会社名
j,1223,トーステベトナム,,masashi.yoshida@toste.co.jp,,https://www.fact-link.com.vn/mem_profile.php?id=00055357&page=00005779&lang=jp,会社名
j,1228,Lifefoods Tropical Food Joint Stock Company,,jenny.ngo@lifefoods.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00055432&page=00005827&lang=jp,会社名
j,1232,王子インターパック株式会社,,shimizukhinamei0905@oji-gr.com,,https://www.fact-link.com.vn/mem_profile.php?id=00055470&page=00005842&lang=jp,会社名
j,1234,"KSK SOLUTIONS VIETNAM CO., LTD",,contact@ksksolutions.vn,精密機械部品の切削加工はお任せください！ 小ロット～量産 / 複雑形状 / 設計サポート/ スピード対応,https://www.fact-link.com.vn/mem_profile.php?id=00055507&page=00005881&lang=jp,会社名
j,1236,岩谷ベトナム会社,,gas@iwatani.com.vn,工業用ガス、ガス供給設備、省エネ商材、医薬・化粧品・食品製造ラインの販売,https://www.fact-link.com.vn/mem_profile.php?id=00055522&page=00005883&lang=jp,会社名
j,1240,中部理化ベトナム (EPE企業),,whiro@chuburika.co.jp,金属表面処理加工(硬質アルマイト・ダイキャストアルマイト),https://www.fact-link.com.vn/mem_profile.php?id=00055532&page=00005884&lang=jp,会社名
j,1241,"AQUALIFE TRADING AND SERVICES CO., LTD",,aqualife.hcm@gmail.com,健康な毎日をお手伝いします!,https://www.fact-link.com.vn/mem_profile.php?id=00055542&page=00005890&lang=vn,"133 Nguy?n Th? Th?i, Ph??ng T?n Th?i Hi?p, TP. HCM, VN : Mr. Ngh?a"
j,1244,ヤマトインターナショナルベトナム,,info@yamatodenki.co.jp,電気設備資材・電子部品の商社です,https://www.fact-link.com.vn/mem_profile.php?id=00055563&page=00005909&lang=jp,会社名
j,1248,C?NG TY TNHH K? THU?T L?NH V? THI?T B? C?NG NGH? ICETECH,,hotro.icetech@gmail.com,,https://www.fact-link.com.vn/mem_profile.php?id=00055617&page=00005923&lang=jp,会社名
j,1250,ルービックトップ社,,youngok.chung@rubiktop.vn,市場調査業界世界シェアNo.1企業認定パートナー,https://www.fact-link.com.vn/mem_profile.php?id=00055644&page=00005943&lang=jp,会社名
j,1251,パシフィック・ペトロリアム輸出入貿易株式会社 (パシフィック・ペトロ),,koike-kei@awi.co.jp,,https://www.fact-link.com.vn/mem_profile.php?id=00055653&page=00005947&lang=jp,会社名
j,1252,ポートリッチベトナム,,takashi_miyajima@portrich.com,,https://www.fact-link.com.vn/mem_profile.php?id=00055655&page=00005945&lang=jp,会社名
j,1255,インディビジュアルシステムズ株式会社,,info@indivisys.jp,,https://www.fact-link.com.vn/mem_profile.php?id=00055683&page=00005958&lang=jp,会社名
j,1256,ベトナムウチダ株式会社,,eng@uchidavn.com,,https://www.fact-link.com.vn/mem_profile.php?id=00055693&page=00005962&lang=jp,会社名
j,1258,IMVテクノベトナム,,info@imv-vn.com,受託環境試験（振動、衝撃、温湿度、熱衝撃、耐水、塩水、ガス腐食試験）,https://www.fact-link.com.vn/mem_profile.php?id=00055721&page=00005969&lang=jp,会社名
j,1261,"NTD ENGINEERING VIETNAM CO., LTD",,info.ntdvn@gmail.com,,https://www.fact-link.com.vn/mem_profile.php?id=00055755&page=00005980&lang=jp,会社名
j,1267,"NEO NAGASHIMA DEVELOPMENT CO.,LTD.",,s_n@vietnamnagashima.com,ベトナム⇔日本　ITとものづくりの架け橋となります。,https://www.fact-link.com.vn/mem_profile.php?id=00055792&page=00006012&lang=jp,会社名
j,1268,PCS Joint Stock Company,,datnt@pcs.vn,国際輸送、国内輸送事業、倉庫業、フォワーディング事業、通関業,https://www.fact-link.com.vn/mem_profile.php?id=00055793&page=00006132&lang=jp,会社名
j,1269,Vina Recycler,,info.vinarecycler@gmail.com,,https://www.fact-link.com.vn/mem_profile.php?id=00055797&page=00006016&lang=jp,会社名
j,1270,有限会社 CTI ベトナム (CTI ベトナム),,sales@ctivn.com,ベトナム大手機械加工メーカー！精密機械加工、自動化装置（FA）／産業用機械の設計・製作・組立（日本人駐在員在中）,https://www.fact-link.com.vn/mem_profile.php?id=00055828&page=00006030&lang=jp,会社名
j,1271,Sevit Special Steel,,sales@sevit.vn,Fast-Friendly-Flexible,https://www.fact-link.com.vn/mem_profile.php?id=00055844&page=00006039&lang=jp,会社名
j,1275,SOWELL ベトナム,,thao-btp@sowell.com.vn,【革新的なLED照明ソリューションで新たなコストダウン戦略】,https://www.fact-link.com.vn/mem_profile.php?id=00055870&page=00006058&lang=jp,会社名
j,1277,LXT ベトナム メカニカル カンパニー リミテッド (LXT VIET NAM MECHANICAL COMPANY LIMITED),,xuan.lx8377@gmail.com,精密機械製品の製造・加工を専門に行っております,https://www.fact-link.com.vn/mem_profile.php?id=00055874&page=00006053&lang=jp,会社名
j,1283,スマイルパッケージ　ベトナム(ホーチミン),,ngoc.nguyenhuynhbao@gmail.com,エコバッグ、トートバッグ、ポーチ、保冷バッグ,https://www.fact-link.com.vn/mem_profile.php?id=00055904&page=00006073&lang=jp,会社名
j,1284,Viet Son　株式会社,,phong.vuong@vietsonvn.com,販売部門 空気圧縮機と周辺機器 保全部門 空気圧縮機の点検、修理、改造,https://www.fact-link.com.vn/mem_profile.php?id=00055906&page=00006072&lang=jp,会社名
j,1287,Tecdia.Co.Ltd,,sales@tecdia.vn,精密機械加工技術を得意としディスペンサーノズル他、セラミックコンデンサ・ダイヤモンドニードル・スクライバーなどを製造・販売しています。,https://www.fact-link.com.vn/mem_profile.php?id=00055923&page=00006080&lang=jp,会社名
j,1288,Phuc Binh Technology Joint Stock Company,,kashiwakura.yuji@phucbinh.com.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00055924&page=00006079&lang=jp,会社名
j,1289,"TSUBACO VIETNAM CO.,LTD",,ryo.nakano@tsubaki.com.vn,椿本チエインなどを取扱う機械部品・マテハン商社,https://www.fact-link.com.vn/mem_profile.php?id=00055940&page=00006089&lang=jp,会社名
j,1298,"SEIWA ELECTRIC VIET NAM CO.,LTD.",,ngocluong@seiwa.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00055998&page=00006124&lang=jp,会社名
j,1300,セーフィーベトナム,,s-koshikawa@safie.jp,,https://www.fact-link.com.vn/mem_profile.php?id=00056007&page=00006131&lang=jp,会社名
j,1307,ハソンテクノロジー＆トレーディング株式会社,,quang-ha@hason.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00056066&page=00006168&lang=jp,会社名
j,1312,美高工業器材有限公司,,Ethan_wong@melco.com.hk,,https://www.fact-link.com.vn/mem_profile.php?id=00056096&page=00006189&lang=jp,会社名
j,1314,福岡テープ株式会社,,nam@fukuokatape.com,,https://www.fact-link.com.vn/mem_profile.php?id=00056103&page=00006190&lang=jp,会社名
j,1315,"TAN PHAT MANUFACTURING CO., LTD",,kimtri@tanphatco.com.vn,銅の鋳造およびプレス機械。青銅/真鍮のバルブと圧力を専門としています,https://www.fact-link.com.vn/mem_profile.php?id=00056106&page=00006207&lang=vn,"194/6 L? Quang ??nh, Ph??ng 14, Qu?n B?nh Th?nh, TP.HCM"
j,1320,"ACT KUSANAGI VIET NAM CO., LTD",,tu-act@kusanagi-ss.co.jp,,https://www.fact-link.com.vn/mem_profile.php?id=00056124&page=00006215&lang=vn,C?p ng?y:  03/12/2015 b?i S? K? Ho?ch v? ??u T? TP. HCM
j,1330,KMC CONSULTING COMPANY LIMITED,,info@kmc.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00056161&page=00006240&lang=jp,会社名
j,1333,"ADVAN ENG. CO., LTD (ベトナム駐在員事務所)",,sales@adv-eng.cn,工業炉及び関連設備の設計・製作、 廃棄物処理施設の設計・製作、関連機器材の販売,https://www.fact-link.com.vn/mem_profile.php?id=00056177&page=00006249&lang=jp,会社名
j,1334,レーザーペンタベトナム株式会社,,sales@pentalaser.com.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00056189&page=00006258&lang=jp,会社名
j,1339,"ISB Vietnam CO., LTD.",,bd@vn.isb.co.jp,,https://www.fact-link.com.vn/mem_profile.php?id=00056219&page=00006279&lang=jp,会社名
j,1347,オタスケ（営業代行）,,rkato@otasukevn.com,,https://www.fact-link.com.vn/mem_profile.php?id=00056301&page=00006326&lang=jp,会社名
j,1348,ベト・チン・タイ輸出入貿易サービス会社,,service@sub.vctarzan.com,VIET CHINH THAI | WAREHOUSE EXPERT,https://www.fact-link.com.vn/mem_profile.php?id=00056305&page=00006328&lang=jp,会社名
j,1350,第一セントラル設備ベトナム,,furukawa@dcentral.com.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00056319&page=00006333&lang=jp,会社名
j,1351,"KB ENTERPRISE (VN) CO., LTD.",,m.shioya@kbvn.com.vn,,https://www.fact-link.com.vn/mem_profile.php?id=00056321&page=00006334&lang=jp,会社名
j,1355,"ATV Fire Pro Co., Ltd. (ANTEC Vietnam)",,info@antec-vn.net,我が社は炎を味方として文化を構築、炎を敵として文化を保守し、人類の豊かな暮らしと繁栄を電子技術で見つめます,https://www.fact-link.com.vn/mem_profile.php?id=00056355&page=00006379&lang=vn,"C?NG TY TNHH FACT-LINK MARKETPLACE??a ch?: 602/43 ?i?n Bi?n Ph?, Ph??ng 22, Qu?n B?nh Th?nh, Th?nh ph? H? Ch? MinhS?T: 0888 767 138 - Email: info@fact-link.com.vnS? GCN?KDN (MST): 0313 560 828C?p ng?y:  03/12/2015 b?i S? K? Ho?ch v? ??u T? TP. HCM"
j,1358,日昌プレシジョンベトナム,,linh.vuthuy@nitto.com,,https://www.fact-link.com.vn/mem_profile.php?id=00056365&page=00006377&lang=jp,会社名
j,1360,ヨシダ検品株式会社,,yoshio.amemiya@hqts.com,,https://www.fact-link.com.vn/mem_profile.php?id=00056391&page=00006388&lang=jp,会社名
j,1362,"HINODE CASTING TRADING VIETNAM CO.,LTD.",,t-ichikawa@hinode-trading.vn,鋳鉄・鋳鋼・アルミダイカストなどの鋳物製品、各種金属加工品、樹脂製品・化成品の販売,https://www.fact-link.com.vn/mem_profile.php?id=00056403&page=00006391&lang=jp,会社名
j,1363,サブロクギジュツカブシキガイシャ,,admin@saburoku-36.com,,https://www.fact-link.com.vn/mem_profile.php?id=00056408&page=00006395&lang=jp,会社名
j,1365,東和電気ベトナム株式会社,,saleshcm@towadenki.vn,電機・電子分野における原材料・化学品の信頼のパートナー,https://www.fact-link.com.vn/mem_profile.php?id=00056423&page=00006411&lang=jp,会社名
j,1368,TAN HOANG VIET - タン ホアン ヴィエト ホーチミン商事技術有限会社,,ngandh.tanhoangviet@outlook.com,,https://www.fact-link.com.vn/mem_profile.php?id=00056437&page=00006418&lang=jp,会社名
j,1374,ProVision VN,,sales@pro-vision.vn,ITとIDEAで世界をより良くする,https://www.fact-link.com.vn/mem_profile.php?id=00056460&page=00006429&lang=jp,会社名
